Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Tuyết Anh,18:37:04.907000,MILANO NAIL SPA - MCKINNEY	,TX_09999,2144361283,Ms,She báo muốn đổi bank account trên system. She báo call Ae không được. Gửi she số ISO nhờ she call lại,Done,2024-12-09
Đạt Trương,18:38:49.037000,KATIE NAILS SPA,VA_11363,5719690858,Ms,"She nhờ check giúp #2501-002-925 VS-0317 Total $39 vô tiền chưa, báo she đã approve",Done,2024-12-09
Phương Anh,18:40:43.652000,STUDIO NAILS & SPA,11154,8328595516,Mr,HD tiệm connect A30 với PC và set màn hình display cho máy checkin,Done,2024-12-09
Phượng Hồ,18:40:37.560000,LAVENDER NAILS,TX_09178,469-457-7888,Mr Minh,"KH đang mua thêm 1 tiệm mới, cần hỏi 1 vài thủ tục đổi chủ hoặc đưa dàn máy cũ của tiệm 09178 qua cho tiệm mới. KH cần giải đáp 1 vài thắc mắc về thủ tục giấy tờ 
> TMDSPOTON nhờ anh Sang gọi hỗ trợ KH sớm",Support,2024-12-09
Liên Chi,18:45:22.605000,5 STAR FOREVER NAILS,11661,5122931935,Ms ,"5 STAR FOREVER NAILS
UNDER NEW MANAGEMENT! 
12/13 Only
Free Pedi for first 25 guests + 20% OFF + extra 20% GC bonus
T: 512-473-0034   -> đợi confirm ",Support,2024-12-09
Tuấn Võ,18:52:17.414000,TITIS NAILS	,09002,772 563 3480 ,Mr ,"772 563 3480  CAM
Client ID: 09002
TITI'S NAILS
Tiệm cần check 1 ticket trên POS. Nhờ team hỗ trợ giúp. Thanks team @everyone
HD khách payment",Done,2024-12-09
Anh Thư,18:54:36.625000,NEU NAILS & SPA,11440,8043009406,Mr Vinh,"đang nói hang up, đã gọi lại line của Đạt",Done,2024-12-09
Đạt Trương,18:57:06.471000,NEU NAILS & SPA,11440,8043009406,Mr Vinh,"He nói đóng máy không được bị loading, chekc tiệm đã đóng => hd he in lại dayend",Done,2024-12-09
Sanh Lưu,19:00:03.677000,MAGIC NAILS & SPA,05707,9034808707,Ms. Nguyệt,"Gọi confirm ref no 21 với 22 chung 1 ticket #2502-012-488
=> gọi nhiều lần đều không nghe máy",Done,2024-12-09
Hương Giang,19:05:40.476000,LUXURY NAIL BAR,TX_11716,682-203-9220 / FT 817-266-3346,Mr Hành,setup pascode deleted ticket 26252,Done,2024-12-09
Liên Chi,19:09:48.836000,VIET TRADITIONAL NAILS,10990,4703982358,Ms,"App thợ Thuy ko vào được, log out/in worked",Done,2024-12-09
Tuyết Anh,19:24:48.143000,NAILS SO HAPPY,06347,9043161380,Ms,"She báo do lúc setlement máy loading, she call lên nhờ help, nhưng check lại đã worked rồi. ",Done,2024-12-09
Phương Anh,19:25:58.374000,CLEOPATRA NAILS,08881,4044088679,Ms,"Tiệm báo thợ bị clock out đổi màu xám hết, nhờ tiệm log out app, login lại",Done,2024-12-09
Tuấn Võ,19:26:08.566000,Beleza Hair Studio,08975,(281)757-0428,Mr,HD khách reprint batch report,Done,2024-12-09
Sanh Lưu,19:31:09.146000,OASIS NAILS & SPA,07830,2109844130,Ms Tâm,She nhờ HD tải app và gửi vericode cho thợ Cindy,Done,2024-12-09
Liên Chi,19:45:01.660000,FOLLANSBEE NAILS & SPA,06122,4083415999,Ms ,"
12/05
#2502-004-097 ($140, VS-5933)
HD cancel/refund",Done,2024-12-09
Hương Giang,19:45:01.660000,NAIL TRENDS & SPA,11265,7328225835,Ms Thy,"gọi line hang up, KH gọi lại chị TAnh",Done,2024-12-09
Tuyết Anh,19:45:11.310000,NAIL TRENDS & SPA,11265,7328225835,Ms Thy,She call báo vừa setlement nhưng không thấy in giấy ra. She hỏi đã setlement được chưa. Báo she đã setlement xong rồi. She ok. ,Done,2024-12-09
Phương Anh,19:46:16.310000,VIP NAILS & LASHES SPA 20798,11502,4404577784,Ms,"Tiệm báo settlement không được, HD tiệm tắt app mở lại",Done,2024-12-09
Anh Thư,19:52:18.366000,STYLED BY KELLY HAIR SALON,11711,9362451868,Ms,HD payment,Done,2024-12-09
Sanh Lưu,20:28:36.181000,HT NAILS SPA,09554,7579518334,Ms Wen Ye,"HT NAILS SPA Reopening
Free FULL SET/SPA PEDI w/ $250+ gift card
Or 10% OFF ANY SERVICE $30+
Exp 1/1/26
1361 E University Dr
9455440368
=> She confirm sms trên, nhờ send all cust nhưng không đủ sms
=> Tiệm đã được fill sms, she nhờ gửi all cust => Done",Done,2024-12-09
Sanh Lưu,21:25:08.927000,ORGANIC NAILS and SPA,11432,3365093535,Ms,"Gift Card Event! 
Buy $100->$120, $150->$180, $200->$240
Ends 12/31/25
ORGANIC NAIL & SPA
@1648 Sheridan St, Hollywood
954-404-9101
=> khách confirm sms trên, nhờ gửi ra theo file khách 6 tháng gần đây, đã nhờ chị Dung gửi",Done,2024-12-09
Sanh Lưu,21:35:13.800000,GOLDEN NAIL BAR,10309,2817791931,Ms. Hiền,"Special Deal! 
FREE gel polish & FREE gift with Holly Jolly Pedi
Ends 12/31
GOLDEN NAIL BAR 
@20314 Franz Rd Ste 300, Katy 
8323916093
=> khách confirm ok, hỏi she có gửi ra luôn không do đã fill sms thì she chưa trả lời",Done,2024-12-09
Tiến Dương,08:08:32.409000,NATIONWIDE NAILS AND SPA ,08131,9366891534,Ms,"NATIONWIDE NAILS & SPA 
Special Offer!
Deluxe Pedi $55 FREE shellac
Gel color $10, take-off $5
Eyebrow only $8
Exp:01/15
T:9362730315

She confirm nôi dung. She muốn send cust từ 08/01/2024 - 12/10/2025 (626 cust), nhờ chị D hỗ trợ send out giúp tiệm ạ ",Done,2024-12-10
Tiến Dương,08:25:08.440000,Beleza Hair Studio,08975,2817570428,Mr.Eng,HD in sett ngày 12/09,Done,2024-12-10
Phượng Hồ,08:27:08.078000,PERFECTION NAIL SPA V,09479,3159558298,Mr,tải lại app PC,Done,2024-12-10
Đạt Trương,08:49:19.959000,WORLD NAIL SPA,09973,8507553239,Mr,He nhờ set các sers pedi -$1 deduc,Done,2024-12-10
Tiến Dương,08:45:38.599000,JAZMIN SPA,07808,6787771075,Ms. Kathleen,giải thích she ticket. She ok ,Done,2024-12-10
Tiến Dương,08:49:19.959000,3T-NAILS LLC,  10222,9372315578,Mr.Eng,HD kết nối internet tiệm ,Done,2024-12-10
Phượng Hồ,08:49:37.563000,DAZZLING NAILS AND SPA,08651,4049214268,Ms Jessica,"DAZZLING NAILS CLEMSON
Happy Holidays!
15% OFF all serv $35+
20% OFF mani+pedi combo
EXP 12/31/25
*Show txt to redeem
APPT: 8647229300
> gửi KH confirmed, nhờ chị Dung gửi giúp KH cust từ 06/1/24-Now ",Done,2024-12-10
Đạt Trương,08:53:41.665000,AGENT SPOTON,,9599299557,Mr (Eng),"He hỏi package premium có những func gì => Báo he có all func như check-in & out, pmt, appt và booking online, he ok",Done,2024-12-10
Tiến Dương,09:03:07.558000,	NAILS BUZZ       ,11268,FB Chanel Nguyen,Ms,Gửi code cho thợ Ten,Done,2024-12-10
Chiến Phạm,09:07:11.605000,PRINCE S NAILS,SC_09018,8439730523,Mr.Sơn,He nhờ turn on: Multiple online booking per cust trên online booking,Done,2024-12-10
Đạt Trương,09:16:12.784000,N.5 NAIL BAR,08499,8083926691,Ms. Tina Dinh,#902 ngày 12/08 she nhờ fix lại ticket discount owner chịu hết,Done,2024-12-10
Tiến Dương,09:19:17.288000,AV NAILS,06866,6159750855,Mr.Eng,"Tiem đổi internet provider, he check có thể đổi cục mordern mới system work ko =>Đã giải thích he, miễn thiết bị và máy cà thẻ đi chung mordern internet là sẽ work, cần hỗ trợ gọi lại sau. He ok ",Done,2024-12-10
Phượng Hồ,09:19:08.752000,AE Blue Bird,,2027902924,Ms Alice Bien,"AE hỏi nếu tiệm cancel acct thì có được trích xuất data tiệm k, báo đc sẽ xuất file excel",Done,2024-12-10
Chiến Phạm,09:22:47.344000,SHINING NAILS & LASH,11766,3025611477,Ms. Thuong,"SHINING NAILS & LASH
Christmas Special! 
10% OFF all services
Ends 12/31/25
@1450 Capitol Trail, Newark, DE  
302-737-6000
---------
=> She confirmed nội dung, nhờ chị Dung send out cho All Cust giúp tiệm",Done,2024-12-10
Tiến Dương,09:32:56.360000,AE Blue Bird,,2027902924,Ms Alice Bien,"COHO NAILS & SPA
CID: 11826
Gửi đường link online booking của tiệm ",Done,2024-12-10
Đạt Trương,09:32:56.360000,OPL NAILS,CO_07841,3036681140,Mr.Hà,"#2502-014-348 VS-9291 Ref no 24 he nói cust báo charge 2 lần, he nói để gọi MAC double check nếu chỉ 1 lần thì gọi lại nhờ add ticket lên cho thợ sau",Done,2024-12-10
Anh Thư,09:34:39.953000,PREMIERE NAILS,LA_11166,3183198879,Ms,"Holiday Special!
10% OFF gift cards+FREE lotion with any service
Exp 12/25
PREMIERE NAILS 
@3113 Hwy 28 E Ste A, Pineville 
3188807550
-> Khách confirmed, khách muốn gửi all cust (total 1299). Nhờ chị Dung sent out giúp tiệm ạ",Done,2024-12-10
Đạt Trương,09:40:43.367000,SKY NAILS SPA,TX_08194,3462129199,Mr (Eng),"Ngày 12/07 #2501-014-567 Total $115 (MC-3465, AC: 4304DD, Trans ID: 18) Refund $50 change
=> Nhờ chị Dung request mac số thẻ giúp tiệm ạ",Support,2024-12-10
Đạt Trương,09:47:55.598000,ORGANIC NAIL,10673,7206295700,Ms,"Christmas Holiday! 
10% OFF any mani or pedi over $50
Exp 12/25/25
ORGANIC NAIL
@9249 S Broadway #300, Highlands Ranch 
T: 7207083486
=> Gửi khách khách confirmed send new cust (Total 2,831). Nhờ chị Dung gửi ra giúp tiệm theo file Chiến đã lọc giúp em ạ",Done,2024-12-10
Anh Thư,09:52:51.103000,ALPHA NAIL SPA,10226,8653576245,Mr,HD xem report appt,Done,2024-12-10
Đạt Trương,10:00:19.113000,BEVERLY NAILS AND SPA,08303,9843272725,Mr,"He hỏi đã hỗ trợ he xong phần xóa point cũ của khách chưa, báo he bên kĩ sư đang làm nhờ he taketime thêm giúp, he ok",Done,2024-12-10
Phương Anh,09:58:59.295000,AMAZING NAILS SPA,08066,8038096789,Ms,"Tiệm báo máy check in vẫn work bình thường nhưng khi khách appt checkin thì màn hình bị đứng, đã test thử tablet amazon ở văn phòng thì k bị. Nhờ chị Tuyết Anh gọi lại do khách nói tiếng anh",Done,2024-12-10
Tiến Dương,10:05:09.017000,JENNYS NAIL,11615,7706880732,Ms,"JENNYS NAIL-11615-
1070050977 (PAX E800)
1140123153 (PAX Q20)
-> gọi tiệm update đổi bank account nhe
=> Dạ she nói ko request đổi bank acct, nhờ chị Dung chuyển thông tin qua bộ phận liên quan ",Support,2024-12-10
Tuyết Anh,10:10:53.900000,MILANO NAILS SPA	,CA_08936,7145859088,Ms,"She call lên báo máy bị logout, nhờ call lại FT support. Call lại FT nhiều lần she không bắt máy",No answer,2024-12-10
Tiến Dương,10:11:28.008000,MILANO NAIL SPA WEST U,08631,8327544650,Ms. Sally (Eng),"KH báo bị missing 3 bill ngày 12/08/2025
$80 Mika $52, Bella $28/ $51 Annie1/ $65 Annie1
-> nhờ chị Dung hỗ trợ xin batch report ạ
=> Đã phản hồi she batch report đủ ko bị thiếu 3 ticket trên ",Done,2024-12-10
Hương Giang,10:15:21.230000,GLOW NAIL BAR,11179,9195979567,Ms,"S-300 ko charge đc tiền, đã HD connect lại ",Done,2024-12-10
Tiến Dương,10:17:37.577000,VOGUE NAILS,11058,FB Tuong Vy,Ms,"she nói ngay 12/09 charge 2 trans $45, check trên system chỉ có ticket 2501-001-380 Total $45 (VS-6373, trans id: 1). She ok, để she check lại với thwoj ",Done,2024-12-10
Đạt Trương,10:23:05.767000,Cottman Nails Bar & Eyelash,10533,"2155314007
2677747158",Limhay Sok,Giup he tải lại app PC,Done,2024-12-10
Anh Thư,10:23:05.767000,PRO NAILS SALON ,11822,312-536-3176,Mr,"HD book appt, gửi link booking onl",Done,2024-12-10
Liên Chi,10:23:15.640000,AUGUSTA NAILS,06557,8644040556,Ms,"12/09
#2503-014-952 ($100, VS-9539)
HD RF $45 ",Done,2024-12-10
Tuyết Anh,10:25:58.083000,AMAZING NAILS SPA	,08066,8038096789,Ms ENG,"Tiệm báo máy check in vẫn work bình thường nhưng khi khách appt checkin thì màn hình bị đứng, đã test thử tablet amazon ở văn phòng thì k bị.
=> Đã Hd she down lại app mới. Hd login lại 1 máy. Worked. 
She báo tiệm bị tình trạng này nhiều lần rồi. Báo rồi fix xong rồi lại bị lại. 
Máy còn lại do chưa login được vào account nên she báo để lát owner tới tiệm he call lại sau. ",Done,2024-12-10
Chiến Phạm,10:29:17.038000,NAIL TRENDS & SPA,TX_11265,8569798296,Ms,"She nhờ check $75 bán GC đã approve chưa, check đã approve, She OK",Done,2024-12-10
Liên Chi,10:35:27.155000,KP NAILS,08697, 757 416 2347,Ms,"KP NAILS - zipcode: 23456
CID: 08697
Khách báo với tiệm bị double charge, Nhờ team call back MC lấy giúp em receipt hôm đó với ạ. Thank you. @everyone
CBN: +1 757 416 2347
-----------
12/06
#2505-009-495 ($35, VS-5887) 
She báo cust call đến cc 4 số cuối thẻ không giống ticket này. She nhờ check thẻ này có double charge không -> đã cung cấp số MAC ạ
----
Dạ em cc số thẻ hỗ trợ refund qua GC-2500-0001 ($35) rồi ạ. 
-> Dạ em done tiệm ạ.",Done,2024-12-10
Phương Anh,10:35:59.378000,KIM NAILS & SKIN CARE,11712,2562183933,Ms Kim,"Tiệm báo trong nhà bank bị trừ phí nhiều lần tiền, đã gọi báo nhưng chưa thấy ai liên hệ lại. Nhờ anh Sang hỗ trợ giúp em",Support,2024-12-10
Đạt Trương,10:37:47.120000,GOLDEN NAIL BAR,10309,2817791931,Ms. Hiền,"Special Deal! 
FREE gel polish & FREE gift for Holly Jolly Pedi
Deal End 12/31
GOLDEN NAIL BAR
@20314 Franz Rd Ste 300, Katy
8323916093
=> Gửi khách khách confirmed sms send all cust (Total 3,585). Nhờ chị Dung gửi ra giúp tiệm ạ",Done,2024-12-10
Tuyết Anh,10:46:37.784000,LD NAILS & SPA,11764,4049930353,Mr,"Tiệm báo vừa nhận PC mới, nhưng trong package nhận được không có usb cho keyboard.HD tiệm kết nối bluetooth. Cài mainapp trên PC, cài lại driver, connect Pinpad. Drawer không mở được. Đang Hd he cắm dây thì printer bị lỗi adapter, không lên nguồn. Chiến đang support thêm. ",Done,2024-12-10
Đạt Trương,10:49:58.552000,DAYS NAILS & SPA,11269,4049605418,Ms Mai,"She hỏi tính tiền ticket GC có thể gửi sms cho khách được không, báo she chưa hỗ trơ func gửi sms khi bán GC, she ok",Done,2024-12-10
Liên Chi,10:49:58.552000,316 NAILS & SPA	,GA_10013,10013-Steven Steven,Mr ,Cc gói sms ,Done,2024-12-10
Chiến Phạm,10:54:10.253000,INFINITY NAIL BAR,07357,8504662446,Mr,"Tiệm này 25/11 có nhận bộ PC mới thay cho E800
=> He chưa tới tiệm, thợ nói tầm 1 tiếng nữa HE mới tới tiệm, em FL gọi lại sau
=> FL gọi lại HE báo hôm nay tiệm đông nên không setup được, hẹn mai khi nào HE lên tiệm, HE sẽ gọi lại TF sau",Done,2024-12-10
Tuấn Võ,10:56:37.460000,A NAILS,09451,2512305090,Ms,"Add Tina commrate: 60%, Ckrate: 60%",Done,2024-12-10
Phượng Hồ,10:56:37.460000,CLASSY NAILS & SPA,TX_10412,9039991985,Mr.,"add thợ mới KIMM, KEVINN",Done,2024-12-10
Phương Anh,11:02:40.786000,NOIRE NAIL BAR,10391,4044294154,Mr.,"10% off  for nails fill-in or sns with pedicure ( 15% off with cash payment) 
15% off for gel X or fullset  with design ( 20% off with cash payment) 
Exp: 12-31-2025 happy holidays
=> Tiệm muốn soạn sms ra cho các khách ở tiệm, nhờ chị Dung hỗ trợ giúp em",Done,2024-12-10
Anh Thư,11:01:00.696000,ALL SEASONS NAILS SPA,11693,7543047352,Mr,HD bán GC,Done,2024-12-10
Tuấn Võ,11:02:52.644000,FOCUS NAIL SALON        ,07107,3175720776,Ms,"""FOLLOW
ISO/AGENT
FOCUS NAIL SALON        
07107        
3175720776         
Ms Ly""
Gọi update máy E800- Q20 1140135850 báo 2-Chip Error Issue
-> khách đang bận làm cust, em follow gọi lại sau. note phía dưới",Done,2024-12-10
Phương Anh,11:22:30.545000,NAIL MUSE,09211,6788970799,Mr. Steve,"Cung cấp thông tin thẻ để tiệm RF $33 ticket 2501-029-663 ($33, VS 0539) ngày 12/08 qua ticket 2501-029-727 ($33, Other) ngày 12/10 ",Done,2024-12-10
Chiến Phạm,11:06:13.661000,HEAVENLY NAIL SPA,11356,4087707700,Ms,"She muốn keyin số thẻ, warning She trường hợp dispute, She báo vậy thôi để She nhận zell",Done,2024-12-10
Liên Chi,11:13:19.716000,5 STAR FOREVER NAILS,11661,5122931935,Ms ,"5 STAR FOREVER NAILS
UNDER NEW MANAGEMENT
-First 25 guests w/ $35+ get FREE Pedi GC
-20% OFF all service
-Extra 20% on GC
T: 5124730034
-> Đợi khách confirm -> she báo là không cần gửi nội dung này nữa. ",Done,2024-12-10
Tuấn Võ,11:13:19.716000,GLITZ NAILS & SPA,09201,6822463456,Ms,HD khách E800 connect với A920 => worked,Done,2024-12-10
Tuyết Anh,11:15:04.666000,AURA NAILS,07463,FB Hillary,Ms,"She báo máy pinpad bị chậm, tính tiền không được. Check thấy she she đang đi 5G, nhờ she kết nối lại Wifi để máy load mạnh hơn. She báo để she check lại với chồng rồi có gì she call lại sau. ",Done,2024-12-10
Anh Thư,11:16:55.308000,NAILS BY KEVIN,11503,7165339430,Ms,Gửi vericode Tina 858265,Done,2024-12-10
Đạt Trương,11:18:53.950000,OPL NAILS,CO_07841,3036681140,Mr.Hà,"#2502-014-348 VS-9291 Ref no 24 Total $85.07 add cho thợ LEO $68 ser, $20.40 tip và apply $3.33 discount",Done,2024-12-10
Tiến Dương,11:19:17.818000,NAIL II,11801,4126203334,Mr,"Tiệm request refill $100 - 5000 SMS. Nhờ chị Dung request refill giúp tiệm ạ 
4034-****-****-9420
Exp: 11/28
-----
He thắc mắc sau ko gửi sms reminder cho khách đã giải thích he hết tin nhắn send out và he cũng thắc mắc khi khách book online booking ko vào system => Check thấy web đang đi để đường link booking bên khác, em text he đường lonk mới và nhờ he call team mkt đang phụ trách web add lại ",Support,2024-12-10
Chiến Phạm,11:21:34.731000,LIT NAILS SPA,11793,8184421138,Mr,"HE nhờ check ngày hôm qua đã batch out chưa, check máy đã auto batch báo HE, He OK",Done,2024-12-10
Đạt Trương,11:22:25.898000,UNIQ NAILS & SPA,10551,5154446108,Ms,#450 she nhờ fix lại ticket chuyển change lên tip cho thợ ,Done,2024-12-10
Hương Giang,11:25:39.012000,RACHAEL NAILS,TX_06093,4695703936,Ms,"giải thích & setup birthday 10% sen trc 7 ngày exp 14 ngày
-setup un.return 30 ngày base on checkin off 10% exp 14 ngày  ",Done,2024-12-10
Liên Chi,11:27:22.729000,316 NAILS & SPA	,GA_10013,10013-Steven Steven,Mr ,"Tiệm muốn refill $200 - 11 000 sms 
Số thẻ: 5348 **** **** 1506
Exp:0129 
 
Nhờ chị @⁨Dung Nguyen⁩ gửi billing giúp tiệm ạ",Support,2024-12-10
Phượng Hồ,11:27:22.729000,LAVENDER NAIL BAR 2,10816,2144841222,Ms,"$200-11.000sms 
Số thẻ: 5236 6895 xxxx 8715
Exp 12/29
>> nhờ chị Dung chuyển billing giúp KH
> gửi RC",Done,2024-12-10
Phương Anh,11:29:03.308000,Hi-End Nails,07254,4695378280,Mr.,"Tiệm nhờ check discount hiện đang là chủ chịu hay thợ chịu, check thấy 100% chủ chịu",Done,2024-12-10
Phượng Hồ,11:30:15.404000,LAVENDER NAIL BAR 2,10816,2144841222/ FT 469-939-5694,Ms,"holiday discount 
$5 off all serv
party nhóm 5 and up OFF 15% 
exp: end of the year
> nhờ chị D soạn lại giúp",Done,2024-12-10
Chiến Phạm,11:30:15.404000,THE NAIL BAR,08381,6787099221,Mr. Jason,connect lại SP30 vào PC,Done,2024-12-10
Anh Thư,11:31:22.450000,N.5 NAIL BAR,KS_08499,(316)730-3371,Mr,"He hỏi là có thể set passcode ko, và set riêng cho phần report revenue, đã báo là dc, he OK",Done,2024-12-10
Hương Giang,11:33:48.424000,RACHAEL NAILS,TX_06093,4695703936,Ms,"‘Tis the season to sparkle at Rachael Nails • Lashes • Brows ✨
🎄 Free Christmas Nail Design • 10% Off Pedicure • 20% Off Lashes & Brows
📍 6805 Main St, The Colony, TX | 📞 972-294-5998
> nhờ chị Dung soạn lại giúp KH ",Done,2024-12-10
Phương Anh,11:36:55.617000,SELINA NAILS SPA,11364,6827016621,Ms Kelly,Tiệm nhờ check tiền tip ngày 12/06 đã lấy được chưa? Báo tiệm bên Spoton sẽ lấy approve trong 7-10 ngày nên nhờ tiệm take time,Done,2024-12-10
Tuấn Võ,11:41:49.225000,NOIRE NAIL BAR,09233,FB Pe Nguyen,Ms,"414_NOIRE NAIL BAR (PRO+_C)
289 Ridgewalk Pkwy., Ste. 104, Woodstock, GA  30188
Owner: Ms. Oanh
Business Phone: (770) 675-3551
Cell Phone: (404) 824-2950
Email: noirenailbarwoodstock@gmail.com
Note: owner cần gửi SMS ạ, TEam gọi cho chị Oanh giúp em nha
Holiday Raffle
Get 1 raffle ticket with any service from now until 12/ 31 for a chance to win:
1st: $1,000 Cash
2nd: $200 Gift Card
3rd: $100 Gift Card
---------------------------------

Khách muốn gửi cho cust từ 05/01-11/30/25
Noire Nail Bar Raffle!
Get 1 raffle ticket w/ any serv valid til 12/31
1st: $1,000 Cash/2nd: $200 Gift card/ 3rd: $100 GCard
7706753551
=> nhờ chị Dung note schedule ngày mai 9:30 AM centraltime gửi ra cho cust ạ ",Done,2024-12-10
